honour_type,season_year,league_code,api_player_id,player_name,honour_context,source
player_of_season,2015,L1,51070,Zlatan Ibrahimović,"UNFP Ligue 1 Player of the Year , Official UNFP award",wikipedia_ccc
player_of_season,2016,L1,274,Edinson Cavani,"UNFP Ligue 1 Player of the Year , Official UNFP award",wikipedia_ccc
player_of_season,2017,L1,276,Neymar,"UNFP Ligue 1 Player of the Year , Official UNFP award",wikipedia_ccc
player_of_season,2018,L1,278,Kylian Mbappé,"UNFP Ligue 1 Player of the Year , Official UNFP award",wikipedia_ccc
player_of_season,2020,L1,278,Kylian Mbappé,"UNFP Ligue 1 Player of the Year , Official UNFP award",wikipedia_ccc
player_of_season,2021,L1,278,Kylian Mbappé,"UNFP Ligue 1 Player of the Year , Official UNFP award",wikipedia_ccc
player_of_season,2022,L1,278,Kylian Mbappé,"UNFP Ligue 1 Player of the Year , Official UNFP award",wikipedia_ccc
player_of_season,2023,L1,278,Kylian Mbappé,"UNFP Ligue 1 Player of the Year , Official UNFP award",wikipedia_ccc
player_of_season,2024,L1,153,Ousmane Dembélé,"UNFP Ligue 1 Player of the Year , Official UNFP award",wikipedia_ccc
player_of_season,2010,PRT,12705,Hulk,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2011,PRT,12705,Hulk,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2012,PRT,902,Nemanja Matić,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2013,PRT,6003,Enzo Pérez,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2014,PRT,580,Jonas,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2015,PRT,580,Jonas,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2016,PRT,572,Pizzi,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2017,PRT,1485,Bruno Fernandes,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2018,PRT,1485,Bruno Fernandes,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2019,PRT,389,Jesús Corona,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2020,PRT,1477,Sebastián Coates,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2021,PRT,51617,Darwin Núñez,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2022,PRT,380,Otávio,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2023,PRT,18979,Viktor Gyökeres,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2024,PRT,18979,Viktor Gyökeres,"LPFP Primeira Liga Player of the Year , Official Liga Portugal/LPFP award",wikipedia_ccc
player_of_season,2010,ERE,,Theo Janssen,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2011,ERE,170,Jan Vertonghen,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2012,ERE,42246,Wilfried Bony,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2013,ERE,531,Daley Blind,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2014,ERE,300,Georginio Wijnaldum,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2015,ERE,25321,Davy Klaassen,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2016,ERE,2713,Karim El Ahmadi,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2017,ERE,548,Hakim Ziyech,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2018,ERE,532,Matthijs de Ligt,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2020,ERE,554,Dušan Tadić,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2021,ERE,247,Cody Gakpo,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2022,ERE,37155,Orkun Kökçü,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2023,ERE,246,Luuk de Jong,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
player_of_season,2024,ERE,9363,Igor Paixão,"Dutch Footballer of the Year (Gouden Schoen) , Merged Voetballer van het Jaar / Golden Boot award",wikipedia_ccc
