api_player_id,card_id,player_name,season,club,league,current_pool,coarse_position,rt,goals,assists,minutes,dribbles_per90,verified_position,confidence,evidence
329,144133,P. Zieliński,2526,Inter,SA,CM,MID,72,6,3,2055,0.79,CM,medium,Confirms pool: mezzala rotation; autumn only
31173,144944,D. Frattesi,2324,Inter,SA,CM,MID,70,6,3,934,0.67,CM,low,Confirms pool: super-sub mezzala (934 min)
25,153747,M. Reus,1819,Borussia Dortmund,BL,CAM,MID,88,17,8,2322,0.97,CAM,high,Confirmed: Favre's 10
25,151911,M. Reus,2324,Borussia Dortmund,BL,CM,MID,74,6,6,1610,0.45,CAM,low,CORRECTION to pool (CM): rotation 10/left in farewell season - advanced plurality (Brandt first-choice 10)
25,152261,M. Reus,2223,Borussia Dortmund,BL,CM,MID,70,6,4,1356,0.6,CAM,low,CORRECTION to pool (CM): 10 in an injury-hit 1356 min
1991,154989,S. Kagawa,1516,Borussia Dortmund,BL,CAM,MID,82,9,7,2168,0.83,CAM,high,Confirmed: Tuchel's 10/8
984,151651,J. Brandt,2324,Borussia Dortmund,BL,CAM,MID,80,7,11,2230,1.09,CAM,high,Confirmed: Terzic's fixed 10
50,141372,Koke,1516,Atletico Madrid,LL,CM,MID,84,5,14,2972,0.45,Winger,low,Left mid in Simeone's flat 4-4-2 for most of 15/16 (14 assists from wide) - wide-mid/CM boundary
50,140911,Koke,1617,Atletico Madrid,LL,CM,MID,76,4,8,3171,0.4,CM,low,"Rotated wide-left and central in the 4-4-2 - boundary case, central plurality slight"
50,140450,Koke,1718,Atletico Madrid,LL,CM,MID,70,4,4,2764,0.65,CM,medium,Confirms pool: central with Gabi (Saul wide-left)
2923,138770,Y. Carrasco,2122,Atletico Madrid,LL,CM,MID,74,6,6,2591,3.06,Winger,low,"CORRECTION to pool (CM): LW/left wing-back split in the 3-5-2/4-4-2 - wide-left plurality, bucket boundary"
172,134381,D. Alli,1617,Tottenham,PL,CAM,MID,89,18,7,3045,1.45,CAM,high,Confirmed: advanced mid behind Kane
172,133972,D. Alli,1718,Tottenham,PL,CAM,MID,86,9,10,2972,1.33,CAM,high,Confirmed: 10/left AM
172,133566,D. Alli,1819,Tottenham,PL,CM,MID,73,5,3,1835,1.42,CAM,low,"AM/8 mix in an injury-hit season - advanced plurality, close vs pool's CM"
18784,130744,J. Maddison,2425,Tottenham,PL,CAM,MID,84,9,7,1817,1.63,CAM,high,Confirmed: 10
18784,131157,J. Maddison,2324,Tottenham,PL,CAM,MID,80,4,9,2154,1.34,CAM,high,Confirmed: Postecoglou's 10
