api_player_id,card_id,player_name,season,league_code,current_pool,rt,proposed_position,confidence,hold_reason,evidence,source_batch
194880,182731,A. Ndao,2021,TR,CAM,75,Winger,low,"CHANGE proposed at low confidence , unresolved",Karagumruk wide forward (RW) per Turkish league coverage; 11G/9A,batch_02_verified.csv
1096,152296,D. Szoboszlai,2223,BL,CAM,75,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Rose's Leipzig: right-attacking role in 4-2-2-2/4-4-2 - RW plurality with AM share,batch_02_verified.csv
49852,184308,Eljero George Rinaldo Elia,1718,TR,CAM,61,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Basaksehir LW,batch_02_verified.csv
127769,132797,Gabriel Martinelli,1920,PL,CAM,49,Winger,low,"CHANGE proposed at low confidence , unresolved",656 league min; LW/CF cameos in breakout year - wide plurality,batch_03_verified.csv
127769,132385,Gabriel Martinelli,2021,PL,CAM,47,Winger,low,"CHANGE proposed at low confidence , unresolved",588 injury-hit min; LW when used,batch_03_verified.csv
49950,184653,J. Fernándes,1617,TR,CAM,64,Winger,low,"CHANGE proposed at low confidence , unresolved",Junior Fernandes: wide forward per Turkish league records (1186 min),batch_03_verified.csv
49950,184264,J. Fernándes,1718,TR,CAM,75,Winger,low,"CHANGE proposed at low confidence , unresolved","Alanyaspor wide forward; 10-goal season, thin per-season split data",batch_03_verified.csv
49950,183502,J. Fernándes,1920,TR,CAM,73,Winger,low,"CHANGE proposed at low confidence , unresolved",Same wide role,batch_03_verified.csv
307,133534,X. Shaqiri,1819,PL,CAM,75,Winger,low,"CHANGE proposed at low confidence , unresolved","1058 rotation min: RW plus midfield-diamond experiments - wide plurality, no clean majority",batch_03_verified.csv
2722,182505,A. El Kaabi,2122,TR,CAM,74,ST,medium,"CHANGE proposed at medium confidence , unresolved",El Kaabi: out-and-out CF; 15-goal season,batch_03_verified.csv
2722,182084,A. El Kaabi,2223,TR,CAM,64,ST,medium,"CHANGE proposed at medium confidence , unresolved",Same CF role,batch_03_verified.csv
2459,140977,D. Machís,1617,LL,CAM,48,Winger,low,"CHANGE proposed at low confidence , unresolved",Leganes LW rotation (1046 min),batch_03_verified.csv
2459,139689,D. Machís,1920,LL,CAM,74,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Granada's LW under Diego Martinez,batch_03_verified.csv
2459,139247,D. Machís,2021,LL,CAM,65,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Same LW role in the Europa League season,batch_03_verified.csv
2459,138805,D. Machís,2122,LL,CAM,56,Winger,low,"CHANGE proposed at low confidence , unresolved",LW; 1379 min,batch_03_verified.csv
2459,138345,D. Machís,2223,LL,CAM,26,Winger,low,"CHANGE proposed at low confidence , unresolved",599 min at Valladolid; wide in cameos,batch_03_verified.csv
41113,167049,Fábio Martins,1617,PRT,CAM,58,Winger,low,"CHANGE proposed at low confidence , unresolved",Chaves: wide-left attacking role per Portuguese records,batch_03_verified.csv
41113,166655,Fábio Martins,1718,PRT,CAM,62,Winger,low,"CHANGE proposed at low confidence , unresolved",1113 rotation min at Braga; wide attacking role,batch_03_verified.csv
41113,165827,Fábio Martins,1920,PRT,CAM,74,Winger,low,"CHANGE proposed at low confidence , unresolved","Famalicao's wide-left creator (12 goals) - LW/AM split, thin data",batch_03_verified.csv
1463,132426,J. Willock,2021,PL,CAM,74,CM,medium,"CHANGE proposed at medium confidence , unresolved",Jan loan: arriving no.8 - the famous 8-goal late-run streak from midfield,batch_03_verified.csv
1463,132034,J. Willock,2122,PL,CAM,48,CM,medium,"CHANGE proposed at medium confidence , unresolved",Same arriving-8 role under Howe/Bruce,batch_03_verified.csv
2489,165998,L. Díaz,1920,PRT,CAM,57,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Porto LW,batch_03_verified.csv
2489,165606,L. Díaz,2021,PRT,CAM,62,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Fixed LW,batch_03_verified.csv
1697,132648,Pablo Fornals,2021,PL,CAM,73,Winger,low,"CHANGE proposed at low confidence , unresolved",Mostly left of Moyes's attacking trio (nominal LW tucking in) - boundary case,batch_03_verified.csv
1697,132247,Pablo Fornals,2122,PL,CAM,74,Winger,low,"CHANGE proposed at low confidence , unresolved",Same left-of-trio role; 2804 min - boundary case,batch_03_verified.csv
41103,165841,Ricardo Horta,1920,PRT,CAM,74,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Braga: left wing/left forward (12 goals),batch_03_verified.csv
20617,152843,S. Katompa Mvumpa,2021,BL,CAM,74,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Silas: right wing/wide forward; 11-goal season,batch_03_verified.csv
2206,159661,B. Bourigeaud,1819,L1,CAM,73,CM,low,"CHANGE proposed at low confidence , unresolved",Rennes: central/right mid and set-piece taker - central plurality,batch_03_verified.csv
421,153371,B. Embolo,1920,BL,CAM,73,ST,low,"CHANGE proposed at low confidence , unresolved","Rose rotation across the front three - CF plurality, close",batch_03_verified.csv
519,154104,C. Tolisso,1718,BL,CAM,73,CM,medium,"CHANGE proposed at medium confidence , unresolved",No.8 in Heynckes's midfield (1527 min),batch_03_verified.csv
2218,160722,I. Sarr,1617,L1,CAM,53,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Metz breakout RW,batch_03_verified.csv
2218,160294,I. Sarr,1718,L1,CAM,59,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Rennes RW,batch_03_verified.csv
2218,159871,I. Sarr,1819,L1,CAM,73,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Rennes RW; Europa League run season,batch_03_verified.csv
2218,131996,I. Sarr,2122,PL,CAM,62,Winger,medium,"CHANGE proposed at medium confidence , unresolved",RW in the relegation season,batch_03_verified.csv
25307,153968,M. Richter,1718,BL,CAM,36,Winger,low,"CHANGE proposed at low confidence , unresolved",598 fringe min; wide in cameos,batch_03_verified.csv
25307,153614,M. Richter,1819,BL,CAM,73,Winger,low,"CHANGE proposed at low confidence , unresolved",Augsburg wide forward rotation,batch_03_verified.csv
25307,153242,M. Richter,1920,BL,CAM,64,Winger,medium,"CHANGE proposed at medium confidence , unresolved",RW/wide forward plurality (2288 min),batch_03_verified.csv
25307,152498,M. Richter,2122,BL,CAM,63,Winger,low,"CHANGE proposed at low confidence , unresolved",Hertha: wide/AM rotation - wide plurality,batch_03_verified.csv
1914,160305,M. Sanson,1718,L1,CAM,73,CM,low,"CHANGE proposed at low confidence , unresolved","Marseille box-to-box 8 with a 10 share - central plurality, 9-goal season",batch_03_verified.csv
1914,159088,M. Sanson,2021,L1,CAM,58,CM,low,"CHANGE proposed at low confidence , unresolved",829 min before Jan exit; same central role,batch_03_verified.csv
50464,183395,M. Thiam,1920,TR,CAM,73,ST,low,"CHANGE proposed at low confidence , unresolved","Kasimpasa forward (11 goals) - CF plurality with wide share, thin data",batch_03_verified.csv
37160,171045,S. Berghuis,2122,ERE,CAM,73,CM,low,"CHANGE proposed at low confidence , unresolved","Began RW, converted to the right 8 as Antony claimed the wing - near split, central plurality",batch_03_verified.csv
20649,159077,Y. Wissa,2021,L1,CAM,73,ST,low,"CHANGE proposed at low confidence , unresolved","Lorient: CF/left-forward split - CF plurality, 10-goal season",batch_03_verified.csv
2924,140721,A. Januzaj,1718,LL,CAM,72,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Real Sociedad RW,batch_03_verified.csv
35533,183156,E. Valencia,2021,TR,CAM,72,ST,low,"CHANGE proposed at low confidence , unresolved",Fener: CF/second-striker plurality with wide rotation - close,batch_03_verified.csv
30453,148095,J. Jankto,1617,SA,CAM,72,CM,low,"CHANGE proposed at low confidence , unresolved",Udinese: left-sided interior/box-to-box - CM/LM boundary,batch_03_verified.csv
50018,184343,Ö. Şahiner,1617,TR,CAM,65,Winger,low,"CHANGE proposed at low confidence , unresolved",Sahiner: right winger per Turkish league records,batch_03_verified.csv
50018,183563,Ö. Şahiner,1819,TR,CAM,72,Winger,low,"CHANGE proposed at low confidence , unresolved",Same RW role; 8-goal season,batch_03_verified.csv
22169,160675,W. Cyprien,1617,L1,CAM,72,CM,medium,"CHANGE proposed at medium confidence , unresolved",Nice's box-to-box 8 beside Seri; 8-goal season,batch_03_verified.csv
2926,178538,Y. Tielemans,1617,BPL,CAM,72,CM,medium,"CHANGE proposed at medium confidence , unresolved",Anderlecht's deep-lying/advanced 8 in his POTY season (13 goals incl. pens),batch_03_verified.csv
30510,139262,Álex Berenguer,2021,LL,CAM,71,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Athletic's LW,batch_03_verified.csv
30510,138809,Álex Berenguer,2122,LL,CAM,60,Winger,medium,"CHANGE proposed at medium confidence , unresolved",LW,batch_03_verified.csv
30510,138363,Álex Berenguer,2223,LL,CAM,50,Winger,medium,"CHANGE proposed at medium confidence , unresolved",LW,batch_03_verified.csv
30510,137926,Álex Berenguer,2324,LL,CAM,67,Winger,medium,"CHANGE proposed at medium confidence , unresolved",LW (Nico Williams on the right),batch_03_verified.csv
30510,137514,Álex Berenguer,2425,LL,CAM,69,Winger,medium,"CHANGE proposed at medium confidence , unresolved",LW,batch_03_verified.csv
272726,170836,D. Rots,2122,ERE,CAM,49,Winger,low,"CHANGE proposed at low confidence , unresolved",Twente's young RW (1725 min),batch_04_verified.csv
272726,170059,D. Rots,2324,ERE,CAM,71,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Twente's fixed RW; 7G/10A,batch_04_verified.csv
272726,169674,D. Rots,2425,ERE,CAM,56,Winger,low,"CHANGE proposed at low confidence , unresolved",Same RW role,batch_04_verified.csv
272726,169386,D. Rots,2526,ERE,CAM,67,Winger,low,"CHANGE proposed at low confidence , unresolved",RW through the autumn; spring half beyond reliable coverage here,batch_04_verified.csv
389,167044,J. Corona,1617,PRT,CAM,64,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Porto RW,batch_04_verified.csv
389,166634,J. Corona,1718,PRT,CAM,60,Winger,medium,"CHANGE proposed at medium confidence , unresolved",RW with growing wing-back use under Conceicao,batch_04_verified.csv
389,166243,J. Corona,1819,PRT,CAM,71,Winger,medium,"CHANGE proposed at medium confidence , unresolved",RW; some right wing-back,batch_04_verified.csv
389,165801,J. Corona,1920,PRT,CAM,71,Winger,medium,"CHANGE proposed at medium confidence , unresolved","League POTY season: right wing plurality with right wing-back share (Wikipedia/season coverage, verified) - 11 assists",batch_04_verified.csv
2781,159299,M. Simon,1920,L1,CAM,64,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Nantes LW,batch_04_verified.csv
2781,158436,M. Simon,2122,L1,CAM,71,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Fixed LW; cup-winning season,batch_04_verified.csv
6066,182531,M. Vargas,2122,TR,CAM,71,Winger,low,"CHANGE proposed at low confidence , unresolved","Vargas: wide forward (L/R); 13-assist season, thin split data",batch_04_verified.csv
935,132206,Rodrigo,2122,PL,CAM,62,ST,low,"CHANGE proposed at low confidence , unresolved","Led the line more with Bamford injured - CF plurality, close",batch_04_verified.csv
785,184335,C. Ünder,1617,TR,CAM,66,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Basaksehir RW before Roma move,batch_04_verified.csv
785,147840,C. Ünder,1718,SA,CAM,67,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Roma RW (1255 min),batch_04_verified.csv
785,147409,C. Ünder,1819,SA,CAM,70,Winger,medium,"CHANGE proposed at medium confidence , unresolved",RW,batch_04_verified.csv
785,146988,C. Ünder,1920,SA,CAM,46,Winger,low,"CHANGE proposed at low confidence , unresolved",887 injury-hit min; RW when used,batch_04_verified.csv
785,181424,C. Ünder,2324,TR,CAM,66,Winger,low,"CHANGE proposed at low confidence , unresolved",1046 rotation min at Fener; RW,batch_04_verified.csv
864,134342,E. Can,1617,PL,CAM,70,CM,medium,"CHANGE proposed at medium confidence , unresolved",Klopp's 8 (some 6); 2368 min,batch_04_verified.csv
46892,140507,Ivi López,1718,LL,CAM,70,Winger,low,"CHANGE proposed at low confidence , unresolved",Levante wide-left forward (1757 min),batch_04_verified.csv
19192,132436,J. Ramsey,2021,PL,CAM,23,CM,low,"CHANGE proposed at low confidence , unresolved",618 min of academy-graduate cameos as a young 8,batch_04_verified.csv
19192,132041,J. Ramsey,2122,PL,CAM,70,CM,medium,"CHANGE proposed at medium confidence , unresolved",Advanced left 8 under Smith/Gerrard; 6-goal breakout,batch_04_verified.csv
128582,139138,Jorge de Frutos,2021,LL,CAM,70,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Levante RW; 9 assists,batch_04_verified.csv
128582,138667,Jorge de Frutos,2122,LL,CAM,67,Winger,medium,"CHANGE proposed at medium confidence , unresolved",RW,batch_04_verified.csv
128582,137768,Jorge de Frutos,2324,LL,CAM,37,Winger,low,"CHANGE proposed at low confidence , unresolved",Rayo wide rotation (1540 min),batch_04_verified.csv
128582,137352,Jorge de Frutos,2425,LL,CAM,61,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Rayo RW under Inigo Perez,batch_04_verified.csv
18830,134331,M. Arnautović,1617,PL,CAM,70,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Stoke wide-left forward,batch_04_verified.csv
3244,160352,M. Gradel,1718,L1,CAM,70,Winger,medium,"CHANGE proposed at medium confidence , unresolved",Toulouse wide man (L/R); club's main attacker,batch_04_verified.csv
2958,160563,N. Sliti,1617,L1,CAM,34,Winger,low,"CHANGE proposed at low confidence , unresolved",953 rotation min at Lille; wide when used,batch_04_verified.csv
2958,160118,N. Sliti,1718,L1,CAM,70,Winger,low,"CHANGE proposed at low confidence , unresolved",Dijon: LW/AM split - wide plurality,batch_04_verified.csv
2958,159662,N. Sliti,1819,L1,CAM,55,Winger,low,"CHANGE proposed at low confidence , unresolved",Same LW/AM profile,batch_04_verified.csv
22170,160755,P. Lees-Melou,1617,L1,CAM,69,CM,medium,"CHANGE proposed at medium confidence , unresolved",Dijon box-to-box 8,batch_04_verified.csv
22170,160347,P. Lees-Melou,1718,L1,CAM,70,CM,medium,"CHANGE proposed at medium confidence , unresolved",Favre's Nice: central mid (2897 min),batch_04_verified.csv
22170,159907,P. Lees-Melou,1819,L1,CAM,49,CM,medium,"CHANGE proposed at medium confidence , unresolved",Same central role,batch_04_verified.csv
22097,160697,A. Nordin,1617,L1,CAM,37,Winger,low,"CHANGE proposed at low confidence , unresolved",601 fringe min; wide in cameos,batch_04_verified.csv
22097,159848,A. Nordin,1819,L1,CAM,49,Winger,low,"CHANGE proposed at low confidence , unresolved",ASSE wide rotation (1046 min),batch_04_verified.csv
22097,159429,A. Nordin,1920,L1,CAM,30,Winger,low,"CHANGE proposed at low confidence , unresolved",904 min; wide rotation,batch_04_verified.csv
22097,159034,A. Nordin,2021,L1,CAM,59,Winger,low,"CHANGE proposed at low confidence , unresolved",ASSE wide forward,batch_04_verified.csv
