card_id,api_player_id,player_name,season,current_pool,verified_position,confidence,evidence
131110,2937,D. Rice,2324,CM,CDM,medium,"CORRECTION: primarily the 6 with Partey injured most of the season; advanced left-8 spells only late — same verdict as this card in the earlier bigclub delivery"
176589,8920,D. Vanzeir,2122,ST,ST,medium,"CONFIRM: front two beside Undav in USG's 3-5-2; 14 goals"
140461,928,Dani Parejo,1718,Winger,CDM,medium,"CORRECTION: deep-lying playmaker of the double pivot beside Kondogbia in Marcelino's 4-4-2 — pool's Winger is plainly wrong"
172396,552,David Neres,1718,Winger,Winger,high,"CONFIRM: Ajax's RW (Ziyech central-right, Tadić not yet arrived); 14G/11A from the wing"
146089,18809,Deulofeu,2122,ST,CAM,medium,"CORRECTION: the withdrawn forward behind Beto/Success in Udinese's 3-5-1-1 — second striker maps to CAM"
166192,2679,Dyego Sousa,1819,ST,ST,medium,"CONFIRM: Braga's target-man 9; 15 goals"
146111,790,E. Džeko,2122,ST,ST,high,"CONFIRM: Inzaghi's CF (front two with Lautaro)"
130809,5996,E. Fernández,2425,CDM,CM,medium,"CORRECTION: the 8 beside Caicedo (the holder) — same verdict as this card in the earlier bigclub delivery"
176841,8682,G. Bruno,2021,ST,ST,medium,"CONFIRM: Zulte's 9; 20-goal season"
145230,30544,G. Scamacca,2324,ST,ST,high,"CONFIRM: Gasperini's CF (1457 injury-limited min)"
146061,30544,G. Scamacca,2122,Winger,ST,high,"CORRECTION: Dionisi's 9 with Raspadori withdrawn; his 16 goals came as the central striker — pool's Winger is wrong (blank assists = missing, not zero)"
131949,643,Gabriel Jesus,2122,Winger,Winger,high,"CONFIRM: RW in Pep's false-9 season (Sterling/Grealish left, no fixed 9)"
137836,47291,Gorka Guruzeta,2324,ST,ST,medium,"CONFIRM: Athletic's 9 (Williams brothers wide); 14 goals"
130865,18778,H. Barnes,2425,Winger,Winger,medium,"CONFIRM: Newcastle LW in an injury-interrupted season (1766 min)"
132430,18778,H. Barnes,2021,CM,Winger,high,"CORRECTION: Leicester's LW until the February knee injury — consistent with his 1920/2122 cards; pool's CM is plainly wrong"
131365,24888,Hwang Hee-Chan,2324,ST,ST,low,"CONFIRM with flag: roughly equal time as front-two CF and wide-left under O'Neil's shifting 4-4-2/4-3-3 — genuine ST/Winger split, not forced"
178907,8572,J. Perbet,1516,ST,ST,medium,"CONFIRM: Charleroi's 9; 24-goal golden-boot-level season"
132491,2938,J. Ward-Prowse,2021,CM,CM,high,"CONFIRM: Southampton's ever-present central mid (3420 min) in Hasenhüttl's 4-4-2 — set-piece goals from open CM role"
140101,47366,Jony,1819,Winger,Winger,high,"CONFIRM: Alavés's LW/LM; 10 assists from the left"
140948,759,K. Benzema,1617,ST,ST,high,"CONFIRM: the 9 of the BBC front line"
172811,550,K. Dolberg,1617,Winger,ST,high,"CORRECTION: Ajax's first-choice 9 (Traoré/Younes wide); his 16 goals came as the CF — pool's Winger is plainly wrong"
130939,178077,K. Schade,2425,CM,Winger,medium,"CORRECTION: Brentford's wide-left forward in Frank's 4-2-3-1; 11 goals from the wing — pool's CM is plainly wrong"
158950,1709,K. Toko Ekambi,2021,Winger,Winger,high,"CONFIRM: Lyon's LW in Garcia's 4-3-3; 14 goals"
167597,462,Konstantinos Mitroglou,1516,ST,ST,high,"CONFIRM: Benfica's 9 (19 goals, title season)"
159050,22264,L. Ajorque,2021,ST,ST,high,"CONFIRM: Strasbourg's target-man 9; 16 goals"
137461,386828,Lamine Yamal,2425,Winger,Winger,high,"CONFIRM: Flick's fixed RW; 13 assists"
139789,18833,Lucas Pérez,1920,ST,ST,medium,"CONFIRM: Alavés's forward (CF/SS); 11 goals"
131869,2507,M. Almirón,2223,Winger,Winger,high,"CONFIRM: Howe's RW; the 11-goal autumn came from the right"
147757,30876,M. Antenucci,1718,ST,ST,medium,"CONFIRM: front two (CF/SS) beside Paloschi/Floccari in SPAL's 3-5-2"
