card_id,api_player_id,player_name,season,current_pool,verified_position,confidence,evidence
172986,49037,Mike Havenaar,1516,,ST,medium,"ASSIGNED (blank pool): ADO's tall target-9; 16 goals"
154562,294,N. Keïta,1617,CM,CM,high,"CONFIRM: the dominant box-to-box half of Hasenhüttl's central pair (beside Demme) in the promotion-season-to-2nd side"
169911,544,N. Lang,2425,Winger,Winger,medium,"CONFIRM: PSV's LW (1914 min)"
154718,25382,N. Müller,1516,,Winger,medium,"ASSIGNED (blank pool): HSV's RW; 9 goals"
181398,134590,O. Aydın,2324,Winger,Winger,medium,"CONFIRM position, FLAG club field: in 23/24 Oğuz Aydın was at Alanyaspor (he joined Fener in summer 2024) — the 13G/8A season that earned the move came as Alanyaspor's RW; club column looks wrong, same error class as the İrfan Can 1617 row"
140151,153,O. Dembélé,1819,Winger,Winger,high,"CONFIRM: Barcelona's wide man (L/R)"
154473,153,O. Dembélé,1617,ST,Winger,high,"CORRECTION: Tuchel's wide man at BVB (12 assists from the flanks) — pool's ST is plainly wrong"
151944,81573,Omar Marmoush,2324,ST,ST,medium,"CONFIRM: Frankfurt's 9/second striker; 12 goals"
133937,1465,P. Aubameyang,1718,ST,ST,high,"CONFIRM: Arsenal's 9 from the January transfer (1058 min)"
154213,1465,P. Aubameyang,1718,ST,ST,high,"CONFIRM: Dortmund's 9 until the January exit (1417 min) — both halves valid, treated separately as instructed"
153352,25292,P. Max,1920,CB,FB,high,"CORRECTION — your flag was right: Augsburg's left-back (8 goals incl. pens, 6 assists); pool's CB is plainly wrong"
131149,47519,Pedro Porro,2324,FB,FB,high,"CONFIRM: Postecoglou's attacking RB"
133946,147,Philippe Coutinho,1718,CAM,Winger,low,"CORRECTION: LW with a documented run of midfield-8 starts in the Aug–Dec Liverpool half-season — identical verdict to this player-season in earlier passes; pool's CAM is wrong"
164808,18748,Pote,2223,ST,CAM,medium,"CORRECTION: one of the dual 10s in Amorim's 3-4-2-1 — second striker maps CAM; pool's ST is wrong"
134031,2287,R. Barkley,1617,CM,CAM,medium,"CORRECTION: Koeman's 10 in the 4-2-3-1 (8 assists) — pool's CM is wrong"
145201,907,R. Lukaku,2324,ST,ST,high,"CONFIRM: Roma's 9"
145308,907,R. Lukaku,2223,ST,ST,high,"CONFIRM: Inter's 9 (injury-limited 1663 min)"
181767,46725,R. Manaj,2324,ST,ST,medium,"CONFIRM: Sivasspor's 9; 18 goals"
148745,30456,R. Saponara,1516,,CAM,medium,"ASSIGNED (blank pool): Giampaolo's trequartista in Empoli's 4-3-1-2 (11 assists) — pairs with the Maccarone front-two card"
146248,30483,R. Soriano,2021,CM,CAM,medium,"CORRECTION: Mihajlović's attacking mid at Bologna (9G/6A) — a genuinely more advanced season than his 1617 Villarreal card; pool's CM is wrong"
